run_name grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2] Time[hh:mm:ss]
031-0305W-2024-02-22-03.40um-spot01-88 3.5244 5.64104e+08 3.38081e+03 0.19946696 0.0039475497 7.3041902e-06 5.0697851e-08 1.3621688e-07 1.120794e-06 0.028489151 0.00024002662 -0.47240149 0.0055536236 0 3.7853236e-10 0.0017710933 6.0552061e-05 15:30:31
031-0305W-2024-02-22-03.40um-spot01-89 3.5244 5.64142e+08 3.40559e+03 0.19658027 0.0038979701 7.2689707e-06 5.1182606e-08 1.3400469e-07 1.1213806e-06 0.027976414 0.00023949636 -0.29341408 0.0056409799 0 3.8999443e-10 0.0017115876 6.1285051e-05 15:31:33
031-0305W-2024-02-22-03.40um-spot01-90 3.5244 5.64128e+08 3.44120e+03 0.20281394 0.0040752609 7.3112353e-06 5.1464575e-08 1.13389e-07 1.1381193e-06 0.02896636 0.00024732278 -0.63785969 0.0056152261 3.5102535e-08 3.8471697e-10 0.0017899072 6.2360426e-05 15:32:34
031-0305W-2024-02-22-03.40um-spot01-91 3.5244 5.64110e+08 3.35548e+03 0.20280174 0.0041587494 7.3167781e-06 5.1715677e-08 1.0716756e-07 1.1675997e-06 0.029064357 0.00024673106 -0.99229106 0.0055947739 0 3.7949102e-10 0.0016064974 6.1825323e-05 15:33:36
031-0305W-2024-02-22-03.40um-spot01-92 3.5244 5.64079e+08 3.37979e+03 0.20230856 0.0039985716 7.2955618e-06 5.0619537e-08 1.143453e-07 1.1201094e-06 0.028909358 0.00024245213 -0.47128022 0.005528987 0 3.7930162e-10 0.0019652484 6.1499494e-05 15:34:37
031-0305W-2024-02-22-03.40um-spot01-93 3.5244 5.64116e+08 3.42406e+03 0.20055282 0.0039910595 7.3060841e-06 5.0970459e-08 1.1510229e-07 1.1273542e-06 0.028879321 0.00024276687 -0.46595265 0.0055416498 3.5074858e-08 3.77235e-10 0.0019861002 6.1183273e-05 15:35:38
031-0305W-2024-02-22-03.40um-spot01-94 3.5244 5.64061e+08 3.42590e+03 0.19911816 0.0039545353 7.3086339e-06 5.0877268e-08 1.346803e-07 1.1245964e-06 0.028375912 0.00024050304 -0.46057473 0.0055875972 0 3.8018275e-10 0.0019295755 6.0575391e-05 15:36:40
031-0305W-2024-02-22-03.40um-spot01-95 3.5244 5.64123e+08 3.36428e+03 0.20022157 0.0040294278 7.3040487e-06 5.1160255e-08 1.4337581e-07 1.1426397e-06 0.028450808 0.00023946895 -0.64494298 0.0055586589 0 3.8367068e-10 0.0015504508 6.097675e-05 15:37:42
031-0305W-2024-02-22-03.40um-spot01-96 3.5244 5.64074e+08 3.40346e+03 0.1977857 0.0040757462 7.3177899e-06 5.1986935e-08 1.4770882e-07 1.1724457e-06 0.028630885 0.00024285924 -0.98838461 0.0055898093 3.5126689e-08 3.7653377e-10 0.001755328 6.0571625e-05 15:38:43
031-0305W-2024-02-22-03.40um-spot01-97 3.5244 5.64080e+08 3.37774e+03 0.20118292 0.0039791267 7.2874607e-06 5.0657752e-08 1.2774568e-07 1.1209654e-06 0.028948641 0.00024268878 -0.46591302 0.0055265598 0 3.764865e-10 0.0017999612 6.135363e-05 15:39:45
031-0305W-2024-02-22-03.40um-spot01-98 3.5244 5.64111e+08 3.43008e+03 0.20374381 0.004079551 7.2937101e-06 5.1274059e-08 1.0068042e-07 1.1350926e-06 0.029359092 0.0002482843 -0.47726399 0.0055742093 0 3.8046486e-10 0.0020567831 6.2780679e-05 15:40:47
031-0305W-2024-02-22-03.40um-spot01-99 3.5244 5.64101e+08 3.44017e+03 0.20290801 0.0040707749 7.2978298e-06 5.1379811e-08 1.0901881e-07 1.1369801e-06 0.029093739 0.00024635672 -0.46323641 0.0055835372 3.5201032e-08 3.8385181e-10 0.0018779252 6.2565962e-05 15:41:48
031-0305W-2024-02-22-03.40um-spot01-100 3.5244 5.64088e+08 3.53638e+03 0.20345265 0.0041887275 7.3149978e-06 5.2322301e-08 1.087366e-07 1.1692065e-06 0.029118549 0.00025183134 -0.82774938 0.0056897779 0 3.869805e-10 0.001884951 6.315353e-05 15:42:49
031-0305W-2024-02-22-03.40um-spot01-101 3.5244 5.64065e+08 3.37099e+03 0.20337532 0.0041236127 7.3236795e-06 5.1529117e-08 1.0297154e-07 1.1512259e-06 0.029071842 0.00024663281 -0.81147246 0.0055834021 0 3.8174236e-10 0.0019512217 6.2004845e-05 15:43:51
031-0305W-2024-02-22-03.40um-spot01-102 3.5244 5.64157e+08 3.44442e+03 0.20135198 0.0040717711 7.3166407e-06 5.1401729e-08 1.2152078e-07 1.148091e-06 0.029030304 0.00024431506 -0.65940556 0.0055545523 3.5504341e-08 3.7673882e-10 0.0019631685 6.1375706e-05 15:44:53
031-0305W-2024-02-22-03.40um-spot01-103 3.5244 5.64149e+08 3.40488e+03 0.19901721 0.0040683502 7.3130875e-06 5.1571657e-08 1.5107803e-07 1.1632019e-06 0.028611343 0.00024178002 -0.9975224 0.0055687372 0 3.7714882e-10 0.0017434645 6.0550788e-05 15:45:54
031-0305W-2024-02-22-03.40um-spot01-104 3.5244 5.63885e+08 3.48810e+03 0.20827324 0.0041255344 7.3342586e-06 5.11336e-08 8.8998471e-08 1.1184774e-06 0.029820428 0.00025307156 -0.27392032 0.0055908115 0 3.8097832e-10 0.0018970338 6.3566528e-05 15:46:55
031-0305W-2024-02-22-03.40um-spot01-105 3.5244 5.63853e+08 3.51054e+03 0.20614872 0.0041448202 7.3242293e-06 5.18983e-08 8.9517179e-08 1.135685e-06 0.029667629 0.00025449183 -0.26742657 0.005651632 3.4866186e-08 3.8552062e-10 0.0019808193 6.4060784e-05 15:47:57
031-0305W-2024-02-22-03.40um-spot01-106 3.5244 5.63936e+08 3.52886e+03 0.20697291 0.0041783036 7.3550628e-06 5.1720623e-08 1.11039e-07 1.1417055e-06 0.029591552 0.00025318621 -0.62622435 0.0056258931 0 3.8202063e-10 0.0015930306 6.3078292e-05 15:48:59
031-0305W-2024-02-22-03.40um-spot01-107 3.5244 5.63920e+08 3.48325e+03 0.20487073 0.0040261116 7.3160048e-06 5.0725927e-08 9.4833732e-08 1.1102613e-06 0.029251509 0.00024620702 -0.26975852 0.0055465063 0 3.8149366e-10 0.0020175401 6.2384618e-05 15:50:01
031-0305W-2024-02-22-03.40um-spot01-108 3.5244 5.63940e+08 3.55596e+03 0.20679036 0.0041740108 7.3132942e-06 5.1692191e-08 9.4362093e-08 1.1435912e-06 0.029857638 0.0002544051 -0.45303778 0.00561691 3.5255933e-08 3.8042712e-10 0.0019479706 6.3844641e-05 15:51:02
031-0305W-2024-02-22-03.40um-spot01-109 3.5244 5.63902e+08 3.40523e+03 0.20781035 0.0041554434 7.3475808e-06 5.1214946e-08 8.280627e-08 1.1317484e-06 0.029915117 0.00025179735 -0.61233974 0.0055355908 0 3.765186e-10 0.0020984485 6.2877239e-05 15:52:03
031-0305W-2024-02-22-03.40um-spot01-110 3.5244 5.63841e+08 3.41968e+03 0.20566695 0.0040527285 7.3166619e-06 5.08639e-08 9.6567276e-08 1.1132198e-06 0.029719562 0.00024970033 -0.25714904 0.0055357537 0 3.7627699e-10 0.0019538305 6.2782811e-05 15:53:05
031-0305W-2024-02-22-03.40um-spot01-111 3.5244 5.63951e+08 3.58564e+03 0.20217787 0.0040550643 7.3021286e-06 5.1770553e-08 1.0630168e-07 1.1334791e-06 0.028908228 0.00024975566 -0.26868623 0.0056924898 3.5051665e-08 3.886372e-10 0.0020287406 6.3101941e-05 15:54:07
031-0305W-2024-02-22-03.40um-spot01-112 3.5244 5.63926e+08 3.49343e+03 0.20620834 0.0041612027 7.3218699e-06 5.1277942e-08 9.1471987e-08 1.1460712e-06 0.029841191 0.00025177039 -0.80366295 0.0055507575 0 3.7306901e-10 0.0021054919 6.2603398e-05 15:55:08
031-0305W-2024-02-22-03.40um-spot01-113 3.5244 5.63931e+08 3.48634e+03 0.20702442 0.0041402701 7.336125e-06 5.1227583e-08 9.9584145e-08 1.1320301e-06 0.029743097 0.00025048895 -0.46831886 0.0055509254 0 3.7817234e-10 0.0020086545 6.2884861e-05 15:56:10
031-0305W-2024-02-22-03.40um-spot01-114 3.5244 5.63952e+08 3.55647e+03 0.20606105 0.0041860949 7.322424e-06 5.2026921e-08 9.5893941e-08 1.1505469e-06 0.029738518 0.00025534295 -0.62042883 0.0056460012 3.5198558e-08 3.8267184e-10 0.0019154709 6.3833856e-05 15:57:11
031-0305W-2024-02-22-03.40um-spot01-115 3.5244 5.64012e+08 3.37059e+03 0.20159161 0.0038988646 7.2978712e-06 4.9922957e-08 1.1317505e-07 1.093019e-06 0.029097174 0.00023984231 -0.288154 0.0054303671 0 3.719643e-10 0.0019065117 6.075211e-05 15:58:13
031-0305W-2024-02-22-03.40um-spot01-116 3.5244 5.63959e+08 3.44329e+03 0.20505639 0.0041033212 7.3222259e-06 5.0857906e-08 1.1173321e-07 1.136059e-06 0.029507739 0.00024737309 -0.80317154 0.0055163132 0 3.7273497e-10 0.0018686588 6.1726261e-05 15:59:15
031-0305W-2024-02-22-03.40um-spot01-117 3.5244 5.63903e+08 3.47310e+03 0.20162337 0.0039417878 7.2961051e-06 5.0462932e-08 1.1208639e-07 1.1049738e-06 0.028711636 0.00024297443 -0.26209709 0.0055761893 3.5665921e-08 3.8077914e-10 0.0021385884 6.1453272e-05 16:00:16
031-0305W-2024-02-22-03.40um-spot01-118 3.5244 5.63894e+08 3.39851e+03 0.20514887 0.0040479245 7.3155952e-06 5.0933278e-08 9.9875043e-08 1.1146835e-06 0.029624777 0.00024840068 -0.2616837 0.0055252244 0 3.7800357e-10 0.001865063 6.2729726e-05 16:01:18
031-0305W-2024-02-22-03.40um-spot01-119 3.5244 5.63898e+08 3.45280e+03 0.20535446 0.0041053165 7.3186757e-06 5.1204097e-08 1.1101629e-07 1.1320766e-06 0.029360618 0.00024948805 -0.62053542 0.0055882605 0 3.8128399e-10 0.0018915634 6.2675272e-05 16:02:19
031-0305W-2024-02-22-03.40um-spot01-120 3.5244 5.63932e+08 3.46520e+03 0.19993254 0.0039455572 7.298246e-06 5.05477e-08 1.2659931e-07 1.1180493e-06 0.028659048 0.00023967734 -0.43696094 0.0055156207 3.5618255e-08 3.7676299e-10 0.0021086221 6.0632455e-05 16:03:21
031-0305W-2024-02-22-03.40um-spot01-121 3.5244 5.63971e+08 3.45187e+03 0.20302066 0.0040608909 7.3175585e-06 5.1232961e-08 1.143433e-07 1.1326803e-06 0.029174557 0.00024705076 -0.60991842 0.0055697123 0 3.794059e-10 0.0020137667 6.2017761e-05 16:04:22
031-0305W-2024-02-22-03.40um-spot01-122 3.5244 5.63946e+08 3.38003e+03 0.20071964 0.0039367446 7.3105364e-06 5.0240803e-08 1.3070036e-07 1.1106002e-06 0.028742492 0.00023871834 -0.60583797 0.0054638313 0 3.7469598e-10 0.0019455642 6.0252933e-05 16:05:24
